Store#,Name,Address,City,State/Province,Country,Zip,Interstate,Latitude,Longitude,Phone,Fax,Parking Spaces,Diesel Lanes,Bulk DEF Lanes,Showers,CAT Scale,Facilities/Restaurants,WiFi
897,"Pilot Dealer","16650 NW 27th Avenue","Miami Gardens","FL","US","33054","SR 826  Exit SR 817","25.92521300","-80.24567100","(305) 623-3434","(305) 623-3439","20","5","","1","No","","No",
898,"Pilot Dealer","918 West Atlantic","Emporia","VA","US","23847","I-95  Exit 11 (Hwy 58)","36.70482100","-77.55242600","(434) 634-4312","(434) 634-5397","277","8","8","8","Yes","Five Guys, Fosho Italian Sport Grill, Milestone Dinner, Quizno's Subs","No",
899,"Pilot Dealer","1011 E. Atlantic Street","South Hill","VA","US","23970","I-85  Exit 12 (Hwy 58)","36.71117900","-78.10839400","(434) 447-4528","(434) 447-4528","20","4","2","3","No","Bill Ellis BBQ, Hunts Brothers Pizza","No",
900,"Pilot Dealer","65 Sadler Road","Dunn","NC","US","28334","I-95  Exit 75","35.31844800","-78.57583900","(910) 892-0106","(910) 892-2084","265","12","12","8","Yes","Dairy Queen, Milestone Dinner, Quizno's Subs","No",
901,"Pilot Travel Center","5085 Buffalo Creek Rd","Elm Creek","NE","US","68836","I-80 & US 183  Exit 257","40.69212200","-99.38152300","(308) 856-4330","(308) 856-4457","75","6","6","5","Yes","Subway, Breakfast/Soup Bar","No",
902,"Bosselman","3335 West Wood River Road","Grand Island","NE","US","68801","I-80 & US 281  Exit 312","40.83067800","-98.38138600","(308) 382-2288","(308) 381-7464","400","15","15","22","No","Grandma Max's, Little Caesars, Subway, Taco Express","No",
903,"Pilot Travel Center","1944 N. 9Th Street","Salina","KS","US","67401","I-70  Exit 252","38.87422700","-97.61008700","(785) 825-6787","(785) 827-3394","150","12","12","13","Yes","Breakfast/Soup Bar","No",
904,"Flying J","109 Circle Road","Big Springs","NE","US","69122","I-80  Exit 107","41.05217800","-102.07057400","(308) 889-3686","(308) 889-3352","500","10","10","16","Yes","Subway, Cinnabon, Grandma Max's, Sam Bass Steakhouse, Breakfast/Soup Bar","No",
905,"Town Pump","7985 Highway 200","Milltown","MT","US","59851","I-90  Exit 109","46.87458900","-113.88792200","(406) 258-6588","(406) 258-6693","100","11","9","11","No","Arby's, Casino, Hot Stuff Pizza, Subway","No",
906,"Town Pump","602 8Th Avenue North","Columbus","MT","US","59019","I-90  Exit 408","45.64490100","-109.24788400","(406) 322-4833","(406) 322-5273","150","10","4","7","No","Casino, McDonald's","No",
907,"Town Pump","1210 South Haynes","Miles City","MT","US","59301","I-94  Exit 138","46.39680200","-105.82097600","(406) 232-2582","(406) 232-2582","100","9","7","4","No","McDonald's, Casino","No",
908,"Town Pump","1000 Grizzly Trail","Rocker","MT","US","59701","I-90  Exit 122","46.00519500","-112.61253100","(406) 723-0088","(406) 723-4940","195","12","9","10","No","Arby's, McDonald's, Subway, Casino","No",
909,"Town Pump","1350 Roosevelt Hwy.","Shelby","MT","US","59474","I-15  Exit 363","48.51266100","-111.87289300","(406) 434-5221","(406) 434-7019","70","10","10","6","No","Casino, Country Skillet, Subway","No",
910,"Town Pump","10800 Highway 287","Three Forks","MT","US","59751","I-90 & US 287","45.91725600","-111.59914600","(406) 285-3807","(406) 285-6976","90","9","7","5","No","Subway, Casino","No",
911,"Town Pump","27 Diamond Road","Superior","MT","US","59872","I-90  Exit 47","47.18933800","-114.88546000","(406) 822-4444","(406) 822-4444","10","8","3","2","No","Deli, Casino","No",
912,"Pilot Travel Center","11775 NE-11","Wood River","NE","US","68883","I-80  Exit 300","40.76026800","-98.58649400","(308) 583-2493","(308) 583-2115","29","5","7","5","No","Subway","No",
913,"Flying J","3231 Adventureland Drive","Altoona (Des Moines Area)","IA","US","50009","I-80  US 65  Exit 142","41.66001000","-93.50027400","(515) 967-7878","(515) 967-5726","350","12","12","18","Yes","Cinnabon, Breakfast/Soup Bar","No",
914,"Town Pump","8745 Hwy 93 N Suite B","Missoula","MT","US","59808","I-90  Exit 96","46.95578000","-114.13313700","(406) 542-0400","(406) 327-0802","125","8","9","14","No","McDonald's","No",
915,"Town Pump","2711 N. Frontage Road","Billings","MT","US","59101","I-90  Exit 455","45.81563100","-108.41745500","(406) 238-9823","(406) 245-1542","156","10","10","14","No","Casino, McDonald's","No",
916,"Town Pump","11882 Highway 93 S","Lolo","MT","US","59847","US 12 & US 93","46.75704400","-114.08095600","(406) 273-6666","(406) 273-3018","40","6","1","1","No","Casino, McDonald's","No",
917,"Town Pump","3100 Tri-Hill Frontage Road","Great Falls","MT","US","59404","I-15  Exit 277 31st Street","47.47055000","-111.36087300","(406) 452-0342","(406) 452-0547","100","7","6","5","No","Subway, Casino","No",
918,"Pilot Travel Center","2783 Deadwood Avenue","Rapid City","SD","US","57702","I-90  Exit 55","44.11253400","-103.27289300","(605) 348-7070","(605) 348-3438","75","7","7","5","Yes","Subway, Full Service, Breakfast/Soup Bar","No",
920,"Pilot Travel Center","1100 East Willow Street","Colby","KS","US","67701","I-70  Exit 54","39.36417800","-101.03247900","(785) 460-5832","(785) 460-5877","90","8","8","5","Yes","Subway","No",
922,"Town Pump","6102 Highway 2 West","Columbia Falls","MT","US","59912","US 2 & Hwy 40","48.36978200","-114.23920400","(406) 892-0747","(406) 892-0747","20","5","1","1","No","Casino, Deli","No",
923,"Town Pump","2775 Old Hardin Road","Billings","MT","US","59101","I-90 Exit 455","45.81256200","-108.41565600","(406) 256-8826","(406) 256-9256","125","8","9","9","No","Deli","No",
924,"Town Pump","122000 E. Browns Gulch Road","Butte","MT","US","59701","I-15 Exit 122 & I-90 MM220","46.00853800","-112.60996100","(406) 723-4325","(406) 723-8956","65","8","8","6","No","","No",
925,"Town Pump","3715 31st Street SW","Great Falls","MT","US","59404","I-15 & 31st Street  Exit 277","47.47002400","-111.35779500","(406) 761-0052","(406) 761-2599","60","6","5","6","No","Denny's","No",
931,"Flying J Licensee","4200 N I-90 Service Rd Exit 61","Rapid City","SD","US","57701","I-90 Exit 61","44.10346100","-103.15039900","(605) 342-5450","(605) 342-3011","125","8","8","8","No","Country Market","No",
934,"Flying J","63276 Oregon 203","Lagrande","OR","US","97850","I-84 Exit 265","45.29697700","-118.04359500","","","50","7","7","4","No","Subway, Full Service","No",
963,"Flying J DLR - Broadway","3709 S Geiger Blvd","Spokane","WA","US","99224","I-90 Exit 276","47.62084500","-117.50666900","(509) 456-8843","(509) 624-7885","10","3","","2","No","Subway","No",
964,"Flying J DLR - Broadway","315 E 13th Street","Hardin","MT","US","59034","I-90 Exit 495","45.74281800","-107.61120500","(406) 665-1237","(406) 665-3123","50","4","","1","No","Subway","No",
965,"Flying J DLR - Broadway","2300 Canyon Rd","Ellensburg","WA","US","98926","I-90 Canyon Rd Exit 109","46.97102100","-120.53780300","(509) 925-6161","(509) 925-5748","100","6","","7","No","Broadway Diner","No",
966,"Flying J DLR - Broadway","650 W Front Street","Battle Mountain","NV","US","89820","I-80 Exit 231","40.64962500","-116.94544100","(775) 635-5424","(775) 635-0371","70","8","","9","No","Broadway Diner","No",
967,"Flying J DLR - Broadway","6606 E. Broadway Avenue","Spokane","WA","US","99212","I-90 Exit 286","47.66339400","-117.31551600","(509) 535-3028","(509) 535-7589","60","6","","7","No","Broadway Diner","No",
968,"Flying J DLR - Broadway","6505 Jack Rabit Lane","Belgrade","MT","US","59714","I-90 Exit 298","45.76529200","-111.18670900","(406) 388-4124","(406) 388-4231","125","8","","3","No","Broadway Diner","No",
970,"Flying J DLR - Broadway","2216 E Hillsboro Road","Pasco","WA","US","99301","U.S. Hwy 395","46.26249300","-119.08249800","(509) 547-5561","(509) 547-4570","40","6","","2","No","Deli","No",
1001,"Pilot Travel Center","1310 E. US-67","Big Lake","TX","US","76932","Hwy 67","31.19047500","-101.44924900","(325) 884-2609","(325) 884-2708","40","7","6","6","Yes","Taco Bell, Cinnabon","No",
1002,"Pilot Travel Center","3080 N TX-16","Tilden","TX","US","78072","Hwy 16","28.47190000","-98.54680000","(361) 274-1558","(361) 274-1562","40","6","6","3","Yes","Subway, Cinnabon","No",
1003,"Pilot Travel Center","2301 Avenue F NW","Childress","TX","US","79201","Hwy 287 & Hwy 83","34.43581900","-100.23225800","(940) 937-8769","(940) 937-8768","81","7","7","7","Yes","Arby's, Cinnabon","No",
1004,"Pilot Travel Center","16600 West South Avenue","Tonkawa","OK","US","74653","I-35  Exit 214","36.69535400","-97.34585100","(580) 628-2934","(580) 628-2941","80","8","8","7","Yes","Taco Bell, Cinnabon, Roadside Assistance","Yes",
1005,"Flying J","480 Truck Inn Way","Fernley","NV","US","89408","I-80  Exit 48","39.61509100","-119.21593000","(775) 575-5919","(775) 835-6281","160","8","8","7","Yes","Cinnabon, Denny's, Roadside Assistance","Yes",
1006,"Pilot Travel Center","2342 North Main Street","Junction","TX","US","76849","I-10  Exit 456","30.50450500","-99.77821800","(325) 446-2085","(325) 446-3247","74","8","8","7","Yes","Subway, Cinnabon","Yes",
1009,"Flying J","11053 Riverside Drive","Mira Loma","CA","US","91752","Hwy 60 Exit 42","34.01471606","-117.52714555","(951) 681-1032","","124","12","12","9","No","Wendy's","No",
1012,"Pilot Travel Center","1300 N. Grand Avenue","Mt. Pleasant","IA","US","52641","HWY 218 & HWY 34","40.98141800","-91.54021900","(319) 385-1440","(319) 385-1182","72","7","7","5","Yes","Arby's, Cinnabon","No",
1013,"Town Pump","561 Business Hub Road","Belgrade","MT","US","59714","I-90  Exit 298","45.77385500","-111.19900000","(406) 924-6990","(406) 924-6995","46","9","8","5","No","","No",
1014,"Town Pump","73 Highway 16","Glendive","MT","US","59330","Highway 16  Exit 213","47.11675400","-104.73539000","(406) 377-7500","","","8","8","9","No","","No",
1015,"Town Pump","3150 S. Central Avenue Suite A","Sidney","MT","US","59270","Hwy 200","47.68506400","-104.17794200","(406) 433-5182","(406) 433-5191","60","11","8","9","No","","No",
1017,"Flying J","345 Roth Road","Lathrop","CA","US","95330","I-5  Exit 465","37.85567600","-121.27560800","(209) 982-1460","(209) 982-1477","105","9","9","9","Yes","Cinnabon","No",
1019,"Pilot Travel Center","4444 Commerce Lane","Orland","CA","US","95963","I-5  Exit 619 & Hwy 32","39.75012900","-122.20793300","(530) 865-0108","(530) 865-0114","73","9","9","7","Yes","Wendy's, Auntie Anne's, Cinnabon","No",
1020,"Mr. Fuel","1235 Ripley Street","Lake Station","IN","US","46405","I-80 & I-94  Exit 15B","41.58853500","-87.23937400","(219) 962-1110","(219) 962-1122","6","8","8","2","Yes","","No",
1021,"Pilot Travel Center","853 Interchange Drive","Holland","MI","US","49423","I-196 & Route 40  Exit 49","42.74034200","-86.07110600","(616) 796-2240","(616) 796-2244","74","8","8","7","Yes","Arby's, Cinnabon","No",
1023,"Pilot Travel Center","1920 East Denman Avenue","Lufkin","TX","US","75901","Hwy 69/Loop 287","31.31712300","-94.69915800","(936) 899-7101","(936) 899-7106","47","7","7","4","No","Moe's Southwest Grill, Cinnabon","No",
1024,"Pilot Travel Center","40 East Laraway Road","Joliet","IL","US","60433","Rt. 53 & Laraway Road","41.48037700","-88.07911300","(815) 726-1634","(815) 726-1646","60","7","7","4","Yes","Arby's, Cinnabon","No",
1025,"Flying J","102 South Sheldon Road","Channelview","TX","US","77530","I-10  Exit 783","29.77160000","-95.12477900","(281) 457-1435","(281) 457-1459","88","8","8","7","Yes","Cinnabon","No",
1026,"Pilot Travel Center","1045 S. Highway 83","Carrizo Springs","TX","US","78834","Highway 83","28.51075600","-99.84913100","(830) 876-9754","(830) 876-9768","75","6","6","7","Yes","Cinnabon","No",
1027,"Pilot Travel Center","6555 US Hwy 385","Vega","TX","US","79092","I-40 & Hwy 385  Exit 36","35.23609300","-102.42855800","(806) 267-0011","(806) 267-0021","76","8","8","7","Yes","Cinnabon","No",
1028,"Pilot Travel Center","2605 West Commerce Street","Buffalo","TX","US","75831","I-45 & Hwy 79  Exit 178","31.44832400","-96.07883200","(903) 322-9034","(903) 322-9047","83","8","8","7","Yes","Taco Bell, Cinnabon","No",
1030,"Pilot Travel Center","12680 S. Kedzie","Alsip","IL","US","60803","I-57 Exit 353  I-294 Exit 12A","41.66363900","-87.70111400","(708) 385-2271","(708) 385-2505","86","7","7","4","Yes","Arby's, Cinnabon","No",
1032,"Mr. Fuel","435 S. 3rd Street","Steubenville","OH","US","43952","","40.35428580","-80.61636090","(740) 282-6036","(740) 282-6101","13","5","5","","No","","No",
1033,"Flying J","3302 Garden City Highway","Midland","TX","US","79706","I-20  Exit 137-B","31.98096200","-102.03337500","(432) 685-1296","(432) 685-1764","137","9","9","9","Yes","Moe's Southwest Grill, Cinnabon","No",
1041,"Pilot Travel Center","170 W. North Avenue","Carol Stream","IL","US","60188","Hwy 64 & Gary Avenue","41.90360100","-88.12255300","(630) 510-0156","(630) 510-0284","20","6","6","","No","Cinnabon","No",
1042,"Pilot Travel Center","7501 South Harlem Ave","Bridgeview","IL","US","60455","I-294  95th Street Exit","41.75412000","-87.79905700","(708) 496-9390","(708) 496-9336","34","7","7","3","Yes","Cinnabon","No",
1043,"Flying J","6485 West Overland Drive","Idaho Falls","ID","US","83402","I-15  Exit 113","43.43993200","-112.11572900","(208) 522-4149","(208) 528-2989","107","7","7","7","Yes","Subway, Cinnabon","No",
1046,"Pilot Travel Center","210 US Highway 27 North","South Bay","FL","US","33493","US Highway 27","26.66622800","-80.71631700","(561) 996-1740","(561) 996-1744","24","6","6","4","Yes","","No",
1047,"Pilot Travel Center","4075 Jones Branch Road","Jacksonville","FL","US","32219","I-295  Exit 25","30.37151400","-81.76411600","(904) 786-7844","(904) 786-7697","88","8","8","7","Yes","Arby's, Cinnabon, Auntie Anne's","No",
1049,"Pilot Travel Center","2400 Holland Road","Suffolk","VA","US","23434","US58","36.71650370","-76.67051940","(757) 539-6213","(757) 539-6217","17","6","6","2","Yes","","No",
1051,"Pilot Travel Center","1119 Lowe-Grout Road","Iowa","LA","US","70647","I-10  Exit 43","30.25370000","-93.01473600","(337) 582-5464","(337) 582-2776","88","8","8","","Yes","Arby's, Cinnabon","No",
1052,"Pilot Travel Center","708 North Main Street","Lamar","CO","US","81052","Hwy. 287 & Hwy. 50","38.09704680","-102.61905230","(719) 336-2573","(719) 336-2577","34","5","5","3","Yes","Dunkin' Donuts","No",
1054,"Pilot Travel Center","10700 U.S. Hwy 183 N.","Mustang Ridge","TX","US","78610","Hwy 183 & Hwy 21","30.03424700","-97.68701700","(512) 398-3070","(512) 398-3423","28","4","2","2","Yes","McDonald's","Yes",
1057,"Flying J","1305 Pasadena Freeway","Pasadena","TX","US","77506","TX 225","29.71434200","-95.19602800","(713) 534-0038","(713) 534-0131","80","8","8","7","Yes","Auntie Anne's, Cinnabon","No",
1058,"Pilot Dealer","17276 NE Hwy. 301","Waldo","FL","US","32694","Hwy 301","29.81426800","-82.16912700","(352) 468-1590","(352) 468-1589","50","5","5","3","Yes","Hot Food and Pizza, Merkado 31, Krispy Krunchy Chicken","No",
1059,"Pilot Travel Center","709 US Hwy 77 N","Schulenburg","TX","US","78956","I-10  Exit 674","29.69488700","-96.90238700","(979) 743-2547","(979) 743-2694","76","8","8","7","Yes","Taco Bell, Cinnabon, Auntie Anne's","No",
1061,"Flying J","4939 West Chestnut Expressway","Springfield","MO","US","65802","I-44  Exit 72","37.21302100","-93.38118000","(417) 864-4175","(417) 864-4156","100","9","9","7","Yes","Wendy's, Auntie Anne's, Cinnabon","No",
1063,"Pilot Travel Center","3365 Sugar Hill Road","Marion","NC","US","28752","I-40  Exit 81","35.64277500","-82.03987200","(828) 738-3146","(828) 738-3157","32","6","6","4","Yes","Subway, Mama Deluca's","No",
1068,"Flying J","799 Jedburg Road","Summerville","SC","US","29483","I-26  Exit 194","33.08289200","-80.20631300","(843) 851-2023","(843) 851-2027","49","7","7","5","Yes","Wendy's","No",
1070,"Pilot Travel Center","2464 Historic Route 66","Santa Rosa","NM","US","88435","I-40 & Hwy 84  Exit 277","34.94675100","-104.65119500","(575) 472-7200","(575) 472-7205","63","8","7","7","Yes","Subway, Auntie Anne's, Cinnabon","No",
1071,"Flying J","979 East Paige Ave","Tulare","CA","US","93274","I-99","36.18043390","-119.33301823","(559) 686-0206","(559) 686-0266","138","9","9","9","Yes","Wendy's","No",
1080,"Flying J","2275 Sperry Avenue","Patterson","CA","US","95363","I-5  Exit 434","37.46516400","-121.16503900","(209) 892-9225","(209) 892-2739","124","9","9","9","Yes","Wendy's, Auntie Anne's, Cinnabon, Roadside Assistance","No",
1082,"Pilot Travel Center","5714 North Rhett Avenue","N. Charleston","SC","US","29406","I-526  Exit 19","32.90396700","-79.98522000","(843) 745-9300","(843) 745-9444","50","6","8","4","Yes","Arby's, Cinnabon, Auntie Anne's","No",
1083,"Pilot Travel Center","100 South Poplar","Stratford","TX","US","79084","Hwy 287 & 54","36.33149000","-102.07295400","(806) 396-1035","(806) 396-1061","62","7","7","4","Yes","Subway, Pizza Hut","No",
1086,"Flying J","6252 State Rte. 18 East","Marion","IN","US","46952","I-69 & SR 18  Exit 264","40.55367300","-85.55531300","(765) 673-0059","(765) 673-0068","80","8","8","7","Yes","Wendy's, Auntie Anne's, Cinnabon","No",
1092,"Pilot Travel Center","8950 Earhart Lane SW","Cedar Rapids","IA","US","52404","I-380  Exit 13","41.89121100","-91.66632600","(319) 848-4351","(319) 848-4356","30","6","6","2","Yes","Arby's","No",
1094,"Flying J","1668 E. Tehachapi Blvd","Tehachapi","CA","US","93561","Hwy 58  Exit 151","35.12756170","-118.41484050","(661) 823-1049","(661) 823-1123","99","9","9","9","Yes","Wendy's","No",
1096,"Flying J","1101 Friday Road","Cocoa","FL","US","32926","I-95 & Hwy. 524","28.37602000","-80.80214000","(321) 433-3150","(321) 433-3154","89","8","8","7","Yes","Wendy's, Cinnabon","No",
1098,"Pilot Express","400 Doremus Avenue","Newark","NJ","US","07105","","40.71975900","-74.12627600","(973) 589-3090","(973) 589-3092","46","9","9","2","Yes","","No",
1103,"Pilot Travel Center","2430 State Route 530 NE","Arlington","WA","US","98223","I-5 & Hwy. 530  Exit 208","48.18772130","-122.19709990","(360) 654-8324","(360) 654-8341","78","7","7","5","No","Arby's","No",
1105,"Pilot Travel Center","7349 LA-29","Bunkie","LA","US","71322","I-49  Exit 40","30.78199200","-92.18745000","(318) 838-0087","(318) 838-0091","44","6","6","4","Yes","Subway","No",
1108,"Mr. Fuel","3206 W. Trinity Blvd.","Grand Prairie","TX","US","76155","","32.80106640","-97.02816190","(972) 237-7905","(972) 237-7952","8","4","4","","Yes","","No",
1110,"Pilot Travel Center","15455 Terrazzo Drive","Monument","CO","US","80921","I-25  Exit 158","39.05635400","-104.85471800","(719) 487-7555","(719) 488-0084","72","8","8","5","Yes","Arby's","Yes",
1114,"Pilot Travel Center","1050 Busse Road","Bensenville","IL","US","60106","I-294","41.98800600","-87.96026060","(630) 521-0218","(630) 521-0229","15","6","6","","Yes","","No",
1117,"Pilot Travel Center","389 Rochester Crossing","Rochester","IN","US","46975","Hwy. 31 & Hwy. 25","41.04724172","-86.21855261","(574) 223-4290","(574) 223-4279","33","5","5","3","Yes","Dunkin' Donuts","No",
1118,"Pilot Travel Center","4100 Mabry Drive","Clovis","NM","US","88101","US60","34.39476100","-103.15132000","(575) 769-8369","(575) 769-8517","29","5","5","3","Yes","","No",
1126,"Pilot Travel Center","8801 NE Birmingham Road","Kansas City","MO","US","64161","I-435 Exit 55B","39.15641470","-94.47630720","(816) 453-0076","(816) 453-4068","15","6","6","2","Yes","","No",
1128,"Pilot Travel Center","7990 State Route 60","Bartow","FL","US","33830","","27.91789600","-81.71899900","(863) 537-1000","(863) 537-1009","38","6","6","2","Yes","Arby's","No",
1132,"Pilot Travel Center","1850 Main Street","Brawley","CA","US","92227","CA Hwy. 111 & CA Hwy. 78","32.97861810","-115.50928930","(760) 344-3695","(760) 351-8653","29","6","6","2","Yes","Wendy's","No",
1134,"Pilot Travel Center","3752 US Hwy. 285 North","Orla","TX","US","79770","US285","31.82561750","-103.90925750","(432) 273-0079","(432) 273-0028","50","6","6","3","Yes","","No",
1135,"Pilot Travel Center","1419 US-281","Falfurrias","TX","US","78355","US281","27.21182100","-98.14143830","(361) 325-1166","(361) 325-1171","44","6","6","3","Yes","","No",
1140,"Pilot Travel Center","8221 US-287","Rhome","TX","US","76078","US287","33.10182150","-97.46984280","(817) 636-5630","(817) 636-5634","52","6","6","5","Yes","Pilot Truck Care Center, Service Center","No",
1143,"Pilot Travel Center","4200 W. Hwy 302","Odessa","TX","US","79764","Hwy 338 and Hwy 302","31.87936044","-102.42706795","(432) 366-0246","(432) 366-0247","26","5","5","3","No","","No",
1145,"Pilot Travel Center","11501 State Highway 191","Midland","TX","US","79707","I-20","31.96760254","-102.25233258","(432) 561-8927","(432) 561-8950","40","7","7","5","Yes","","No",
1146,"Pilot Travel Center","2500 South Bickley Ave","Pecos","TX","US","79772","I-20","31.40086612","-103.52095485","(432) 445-0002","(432) 445-1308","9","6","6","3","Yes","","No",
1147,"Pilot Travel Center","127 W State Hwy 302","Kermit","TX","US","79745","SR302","31.84277900","-103.10480600","(432) 586-2567","(432) 586-2539","25","6","6","3","Yes","","No",
1149,"Mr. Fuel","3515 Zoo Parkway","Jacksonville","FL","US","32226","I-295  Exit 41","30.41411700","-81.57294870","(904) 696-9566","(904) 696-9495","27","5","5","","No","","No",
1161,"Pilot Travel Center","3145 Meteor Crater Rd.","Odessa","TX","US","79766","I-20  Exit 108","31.78473800","-102.47679300","(432) 381-5248","(432) 381-5254","93","8","8","7","No","","No",
1163,"Pilot Dealer","6406 Emlenton Clintonville Rd","Emlenton","PA","US","16373","I-80  Exit 42","41.17560520","-79.74005810","(724) 867-1511","(724) 867-6882","65","6","6","4","No","","No",
1164,"Pilot Travel Center","10405 Airline Highway","St. Rose","LA","US","70087","I-310","29.97344690","-90.29919740","(504) 472-0771","(504) 472-0773","53","5","5","3","Yes","","No",
1165,"Pilot Travel Center","410 E Kansas Ave","Jal","NM","US","88252","Hwy 128 & Hwy 18","32.12033500","-103.18787200","(575) 395-2927","(575) 395-3264","43","6","6","5","Yes","","No",
1171,"Pilot Dealer","1057 S. Lower Flat Top Drive Unit A","Mesquite","NV","US","89027","I-15  Exit 118","36.78416750","-114.14002440","(702) 849-0400","(702) 613-5752","69","8","8","6","No","Quicker Liquor, MR. Taco","No",
1173,"Pilot Express","1440 Puyallup Ave","Tacoma","WA","US","98421","","47.24180700","-122.41269100","(253) 627-1628","(253) 627-1789","","7","","","Yes","","No",
1174,"Pilot Travel Center","104 West Trefz Drive","Marshall","IL","US","62441","I-70 Exit 147","39.41904238","-87.69532127","(217) 826-1060","","63","8","8","5","Yes","Taco Bell, Pilot Truck Care Center","No",
1175,"Pilot Travel Center","14905 Cordes Lake Road","Cordes Lake","AZ","US","86333","I-17  Exit 262","34.32683120","-112.11842190","(928) 632-4521","(928) 642-1450","25","6","6","","Yes","Subway","No",
1177,"Flying J","14320 Slover Ave.","Fontana","CA","US","92337","I-10 Exit 61","34.06447411","-117.49289184","(909) 574-4866","(909) 822-8398","68","10","10","7","No","Wendy's","No",
1178,"Pilot Express","9255 S Rita Road","Tucson","AZ","US","85747","I-10  Exit 273","32.08428710","-110.80362610","(520) 207-7876","(520) 203-8435","9","4","4","","Yes","Subway","No",
1179,"Pilot Dealer","330 N Mariposa Road","Nogales","AZ","US","85621","","31.33869100","-110.96710500","","","","4","","","No","","No",
1180,"Pilot Travel Center","41112 West Indian School Road","Tonopah","AZ","US","85354","I-10  Exit 94","33.49433864","-112.93724258","(623) 386-5386","(623) 393-0315","66","6","6","3","Yes","Subway","No",
1181,"Pilot Travel Center","1201 East IL Route 38","Rochelle","IL","US","61068","I-39 Exit 99","41.93590000","-89.01750000","","","78","8","8","5","No","","No",
1185,"Pilot Dealer","4031 Fleet St #818","Littlefield","AZ","US","86423","I-15","36.89720131","-113.90961419","","","31","3","3","2","No","","No",
1192,"Pilot Dealer","31120 N. US Hwy 60","Wittman","AZ","US","85361","","33.76544510","-112.51411150","","","","","","","No","","No",
1193,"Pilot Dealer","18183 S. Hwy 93","Wikieup","AZ","US","85360","","34.69941600","-113.61028000","","","","","","","No","","No",
1194,"Pilot Dealer","3444 S. 40th St.","Phoenix","AZ","US","85040","","33.41468540","-111.99561430","","","","","","","No","","No",
1195,"Pilot Travel Center","1307 North Dolarway Rd.","Ellensburg","WA","US","98926","I-90  Exit 106","47.00546921","-120.58656412","(509) 925-1777","(509) 925-1772","54","8","8","5","No","Arby's","No",
1197,"Flying J CAN Dealer","1950 Hwy 3","Jaffray","BC","CA","V0B 1T0","","49.30016810","-115.11591120","(250) 429-3816","(250) 429-3817","","3","","","No","","No",
1200,"Flying J CAN Dealer","3806 Highway Street","Valley View","AB","CA","T0H 3N0","","55.05164430","-117.28226230","(780) 524-4666","","10","3","","","No","","No",
1201,"Flying J CAN Dealer","13947 Hurontario Street","Inglewood","ON","CA","L7C 2C9","","43.77262410","-79.87655480","(905) 838-1355","","","2","","","No","","No",
1203,"Mr. Fuel","10580 Old Highway 80 West","Meridian","MS","US","39307","I-20 Exit 129","32.34278600","-88.79745000","(601) 693-5104","","96","10","10","8","Yes","Subway, Dunkin' Donuts","No",
1205,"Pilot Travel Center","4840 E. I-20","Monahans","TX","US","79756","i-20","31.61504984","-102.81119209","(432) 943-2505","(432) 943-2561","99","7","7","5","Yes","Subway","No",
1206,"Flying J","700 E. Hwy 302","Kermit","TX","US","79745","","31.85315680","-103.06834925","(432) 586-2616","(432) 586-2633","90","8","8","8","Yes","","No",
1207,"Pilot Travel Center","101 South Loop 464 Rd","Monahans","TX","US","79756","I-20 BL","31.58747741","-102.91719049","(432) 943-2295","(432) 943-2281","24","4","","2","No","","No",
1209,"Pilot Travel Center","2810 Rankin Highway 349","Midland","TX","US","79706","","31.96844103","-102.07313072","(432) 687-1658","(432) 687-1746","21","6","6","5","No","","No",
1211,"Pilot Travel Center","1103 South Main Street","Andrews","TX","US","79714","","32.30706366","-102.54217094","(432) 524-2124","","56","6","6","5","No","","No",
1212,"Pilot Travel Center","48286 Vicksburg Road","Salome","AZ","US","85348","I-10  Exit 45","33.63376599","-113.76778058","(928) 859-3165","","20","8","4","4","No","Subway","No",
1219,"Pilot Travel Center","10 Interstate Drive","Vandalia","IL","US","62471","I-70 Exit 61","38.97086768","-89.13587009","(618) 283-1557","(618) 283-5393","93","7","7","5","No","","No",
1225,"Pilot Travel Center","9810 Perrin Road","Mascoutah","IL","US","62258","I-64  Exit 23","38.55588697","-89.80608539","(618) 566-2021","","29","6","","","No","","No",
7937,"Pilot Travel Center","907 Knox Road","Mcleansville","NC","US","27301","I-40/I-85 Exit 132","36.06116200","-79.66165800","(336) 698-9525","(336) 698-9565","7","4","1","4","No","Wendy's","No",
1227,"Pilot Travel Center","164 FM 1927","Pyote","TX","US","79777","","31.52704669","-103.11860837","(432) 389-5200","(432) 389-5204","76","7","7","5","No","","No",
1234,"Pilot Dealer","12683 White Hills Rd","White Hills","AZ","US","86445","HWY 93","35.70012877","-114.47617872","","","40","6","6","","No","","Yes",
1235,"Pilot Dealer","9250 S Avenue 40E","Tacna","AZ","US","85352","","32.69118008","-113.95357198","(928) 239-5764","","120","6","6","","No","","Yes",
1243,"Pilot Travel Center","3006 S Butterfield Trail","Gila Bend","AZ","US","85337","I-8","32.93027695","-112.67338579","(928) 580-5987","(928) 580-7997","70","","","","No","Subway","No",
1244,"Pilot Dealer","942 E Pima St","Gila Bend","AZ","US","85337","HWY 85","32.94993318","-112.70548452","(928) 683-2992","","200","6","6","","No","","Yes",
1245,"Mr. Fuel","4 Corvette Drive","Litchfield","IL","US","62056","I-55  Exit 52","39.17726463","-89.67488189","(217) 324-7114","","","4","","","Yes","","No",
